,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
12467,218212,https://sofifa.com/player/218212/andries-noppert/220002,A. Noppert,Andries Noppert,GK,63,67,500000.0,2000.0,27,1994-04-07,203,94,100632.0,Go Ahead Eagles,Holland Eredivisie,1.0,SUB,23.0,,2021-01-22,2022.0,34,Netherlands,,,,Right,3,1,1,Medium/Medium,Lean (185+),No,763000.0,,,,,,,,,14,19,19,20,19,19,41,14,39,20,45,50,40,60,60,47,66,42,66,20,21,16,15,16,19,54,10,15,13,65,61,62,64,61,47.0,30+2,30+2,30+2,25,26,26,26,25,25+2,25+2,25+2,27+2,26+2,26+2,26+2,27+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,25+2,62+2,https://cdn.sofifa.net/players/218/212/22_120.png,https://cdn.sofifa.net/teams/100632/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/nl.png
96,235243,https://sofifa.com/player/235243/matthijs-de-ligt/220002,M. de Ligt,Matthijs de Ligt,CB,85,90,75000000.0,81000.0,21,1999-08-12,189,89,45.0,Juventus,Italian Serie A,1.0,LCB,4.0,,2019-07-18,2024.0,34,Netherlands,105035.0,SUB,3.0,Right,3,2,3,Medium/High,Unique,Yes,129400000.0,#Strength,"Solid Player, Power Header",73.0,59.0,60.0,69.0,84.0,87.0,52,50,85,75,45,65,48,55,63,73,71,75,60,84,62,82,93,75,93,66,83,81,44,45,40,82,84,85,85,12,11,11,12,10,,68+3,68+3,68+3,64,65,65,65,64,64+3,64+3,64+3,65+3,67+3,67+3,67+3,65+3,75+3,78+3,78+3,78+3,75+3,78+3,84+3,84+3,84+3,78+3,19+3,https://cdn.sofifa.net/players/235/243/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
15,203376,https://sofifa.com/player/203376/virgil-van-dijk/220002,V. van Dijk,Virgil van Dijk,CB,89,89,86000000.0,230000.0,29,1991-07-08,193,92,9.0,Liverpool,English Premier League,1.0,LCB,4.0,,2018-01-01,2025.0,34,Netherlands,105035.0,LCB,4.0,Right,3,2,4,Medium/Medium,Unique,Yes,159100000.0,"#Tackling, #Tactician, #Strength, #Complete Defender","Leadership, Long Passer (AI), Power Header",78.0,60.0,71.0,72.0,91.0,84.0,53,52,87,79,45,70,60,70,86,76,66,88,61,87,53,81,90,69,92,64,83,90,47,65,62,90,92,92,86,13,10,13,11,11,,70+3,70+3,70+3,67,69,69,69,67,70+3,70+3,70+3,70+3,75+3,75+3,75+3,70+3,79+3,84+3,84+3,84+3,79+3,81+3,88+1,88+1,88+1,81+3,20+3,https://cdn.sofifa.net/players/203/376/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
84,198176,https://sofifa.com/player/198176/stefan-de-vrij/220002,S. de Vrij,Stefan de Vrij,CB,85,85,45000000.0,145000.0,29,1992-02-05,189,78,44.0,Inter,Italian Serie A,1.0,CB,6.0,,2018-07-01,2023.0,34,Netherlands,105035.0,RCB,6.0,Right,3,2,3,Medium/High,Unique,Yes,76500000.0,"#Tackling, #Tactician ",Long Passer (AI),72.0,41.0,64.0,70.0,87.0,79.0,49,25,84,75,27,66,45,16,71,75,69,74,61,85,59,65,79,80,79,60,77,87,31,70,41,85,89,87,85,8,10,7,14,13,,59+3,59+3,59+3,61,62,62,62,61,65+3,65+3,65+3,64+3,71+3,71+3,71+3,64+3,77+3,81+3,81+3,81+3,77+3,79+3,84+1,84+1,84+1,79+3,19+3,https://cdn.sofifa.net/players/198/176/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
1093,238041,https://sofifa.com/player/238041/tyrell-malacia/220002,T. Malacia,Tyrell Malacia,LB,77,82,15000000.0,8000.0,21,1999-08-17,169,67,246.0,Feyenoord,Holland Eredivisie,1.0,LB,15.0,,2015-12-02,2024.0,34,Netherlands,105035.0,SUB,5.0,Left,3,3,1,High/Low,Lean (170-),No,23600000.0,,"Long Throw-in, Dives Into Tackles (AI), Early Crosser, Speed Dribbler (AI)",81.0,56.0,64.0,75.0,72.0,73.0,75,50,58,75,59,75,36,35,56,74,82,81,82,71,89,65,85,80,67,62,77,70,60,52,46,66,70,78,76,9,9,12,8,8,,65+2,65+2,65+2,70,67,67,67,70,68+2,68+2,68+2,70+2,67+2,67+2,67+2,70+2,75+2,71+2,71+2,71+2,75+2,75+2,72+2,72+2,72+2,75+2,16+2,https://cdn.sofifa.net/players/238/041/22_120.png,https://cdn.sofifa.net/teams/246/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
214,190815,https://sofifa.com/player/190815/daley-blind/220002,D. Blind,Daley Blind,"CB, CDM, LB",82,82,21000000.0,23000.0,31,1990-03-09,180,72,245.0,Ajax,Holland Eredivisie,1.0,LB,17.0,,2018-07-17,2023.0,34,Netherlands,105035.0,LB,17.0,Left,3,3,3,High/Medium,Normal (170-185),Yes,29400000.0,#Tactician ,"Long Passer (AI), Outside Foot Shot, Team Player",45.0,64.0,82.0,79.0,83.0,72.0,80,60,76,84,66,77,84,62,85,84,48,43,72,83,72,74,76,76,72,64,67,87,66,83,54,84,83,84,80,12,9,10,14,10,,70+3,70+3,70+3,72,73,73,73,72,76+3,76+3,76+3,74+3,81+1,81+1,81+1,74+3,78+3,82,82,82,78+3,78+3,80+2,80+2,80+2,78+3,19+3,https://cdn.sofifa.net/players/190/815/22_120.png,https://cdn.sofifa.net/teams/245/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
652,240679,https://sofifa.com/player/240679/teun-koopmeiners/220002,T. Koopmeiners,Teun Koopmeiners,"CDM, CM, CB",79,84,24500000.0,41000.0,23,1998-02-28,183,77,39.0,Atalanta,Italian Serie A,1.0,SUB,7.0,,2021-08-30,2026.0,34,Netherlands,105035.0,SUB,20.0,Left,2,3,2,Medium/Medium,Normal (170-185),No,43500000.0,,"Solid Player, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",65.0,72.0,79.0,72.0,76.0,77.0,76,67,73,82,66,70,69,77,83,76,66,64,66,80,71,78,78,84,75,76,71,79,68,76,85,79,77,75,75,14,8,14,12,10,,72+2,72+2,72+2,73,73,73,73,73,74+2,74+2,74+2,74+2,78+2,78+2,78+2,74+2,77+2,78+2,78+2,78+2,77+2,76+2,76+2,76+2,76+2,76+2,19+2,https://cdn.sofifa.net/players/240/679/22_120.png,https://cdn.sofifa.net/teams/39/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
43,228702,https://sofifa.com/player/228702/frenkie-de-jong/220002,F. de Jong,Frenkie de Jong,"CM, CDM, CB",87,92,119500000.0,210000.0,24,1997-05-12,180,74,241.0,FC Barcelona,Spain Primera Division,1.0,RCM,21.0,,2019-07-01,2026.0,34,Netherlands,105035.0,CDM,21.0,Right,3,4,3,High/Medium,Unique,Yes,253900000.0,"#Dribbler, #Playmaker, #Acrobat, #Complete Midfielder","Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",81.0,69.0,85.0,88.0,77.0,78.0,78,72,72,91,70,88,84,64,87,89,80,82,88,88,79,68,76,90,74,66,75,82,77,86,45,90,76,76,77,7,13,10,10,9,,78+3,78+3,78+3,83,82,82,82,83,85+3,85+3,85+3,85+3,86+3,86+3,86+3,85+3,83+3,83+3,83+3,83+3,83+3,82+3,78+3,78+3,78+3,82+3,18+3,https://cdn.sofifa.net/players/228/702/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
9514,245367,https://sofifa.com/player/245367/xavi-simons/220002,X. Simons,Xavi Simons,CM,66,83,2200000.0,6000.0,18,2003-04-21,168,58,73.0,Paris Saint-Germain,French Ligue 1,1.0,RES,34.0,,2019-07-23,2022.0,34,Netherlands,,,,Right,3,3,1,Medium/High,Normal (170-),Yes,5400000.0,,"Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",68.0,57.0,66.0,70.0,57.0,60.0,60,57,39,69,49,70,71,61,65,69,70,66,73,63,84,59,56,61,55,55,72,61,67,68,58,70,56,64,52,9,11,5,8,10,,61+2,61+2,61+2,66,65,65,65,66,67+2,67+2,67+2,66+2,66+2,66+2,66+2,66+2,62+2,64+2,64+2,64+2,62+2,61+2,59+2,59+2,59+2,61+2,15+2,https://cdn.sofifa.net/players/245/367/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/nl.png
86,202556,https://sofifa.com/player/202556/memphis-depay/220002,M. Depay,Memphis Depay,"CF, LW, CAM",85,86,63000000.0,220000.0,27,1994-02-13,176,78,241.0,FC Barcelona,Spain Primera Division,1.0,LW,9.0,,2021-07-01,2023.0,34,Netherlands,105035.0,ST,10.0,Right,3,5,3,High/Low,Unique,Yes,133900000.0,#Dribbler,"Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",82.0,83.0,82.0,84.0,30.0,79.0,84,83,65,81,74,86,85,83,76,85,81,83,80,83,81,87,69,79,83,83,72,28,85,85,76,80,23,31,20,8,14,6,12,10,,82+3,82+3,82+3,84,84,84,84,84,83+3,83+3,83+3,83+3,77+3,77+3,77+3,83+3,61+3,59+3,59+3,59+3,61+3,56+3,49+3,49+3,49+3,56+3,19+3,https://cdn.sofifa.net/players/202/556/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
529,189805,https://sofifa.com/player/189805/luuk-de-jong/220002,L. de Jong,Luuk de Jong,ST,79,79,17000000.0,34000.0,30,1990-08-27,188,86,241.0,FC Barcelona,Spain Primera Division,1.0,SUB,17.0,Sevilla FC,,2022.0,34,Netherlands,,,,Right,5,3,2,Medium/High,Normal (185+),Yes,,#Aerial Threat,Power Header,50.0,78.0,71.0,70.0,46.0,75.0,66,79,93,80,83,67,63,69,62,79,48,52,54,76,57,83,88,71,84,70,54,40,84,69,67,76,39,43,37,16,10,8,8,11,,78+1,78+1,78+1,71,74,74,74,71,73+2,73+2,73+2,70+2,70+2,70+2,70+2,70+2,58+2,60+2,60+2,60+2,58+2,56+2,58+2,58+2,58+2,56+2,18+2,https://cdn.sofifa.net/players/189/805/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/nl.png
314,200260,https://sofifa.com/player/200260/steven-berghuis/220002,S. Berghuis,Steven Berghuis,RW,81,81,25500000.0,26000.0,29,1991-12-19,182,75,245.0,Ajax,Holland Eredivisie,1.0,SUB,23.0,,2021-07-19,2025.0,34,Netherlands,105035.0,RW,11.0,Left,3,4,2,Medium/Medium,Lean (170-185),Yes,35700000.0,,"Early Crosser, Finesse Shot, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",80.0,81.0,82.0,82.0,36.0,66.0,84,80,48,82,76,81,86,76,80,84,83,78,85,77,75,82,56,77,59,85,70,37,77,82,84,80,34,36,30,9,11,7,7,15,,76+2,76+2,76+2,81,80,80,80,81,81,81,81,81,76+2,76+2,76+2,81,63+2,61+2,61+2,61+2,63+2,58+2,49+2,49+2,49+2,58+2,18+2,https://cdn.sofifa.net/players/200/260/22_120.png,https://cdn.sofifa.net/teams/245/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
564,203483,https://sofifa.com/player/203483/davy-klaassen/220002,D. Klaassen,Davy Klaassen,"CAM, CM",79,79,17500000.0,21000.0,28,1993-02-21,179,70,245.0,Ajax,Holland Eredivisie,1.0,CAM,6.0,,2020-10-05,2024.0,34,Netherlands,105035.0,LCM,14.0,Right,3,3,2,High/High,Normal (170-185),Yes,24500000.0,#Engine,"Dives Into Tackles (AI), Outside Foot Shot",71.0,80.0,73.0,76.0,72.0,78.0,67,81,77,79,82,75,61,44,77,80,69,72,68,82,68,81,69,90,73,75,79,73,83,78,76,82,68,75,65,12,6,13,16,10,,79,79,79,77,79,79,79,77,78+1,78+1,78+1,77+2,79,79,79,77+2,75+2,76+2,76+2,76+2,75+2,74+2,74+2,74+2,74+2,74+2,19+2,https://cdn.sofifa.net/players/203/483/22_120.png,https://cdn.sofifa.net/teams/245/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
1796,226537,https://sofifa.com/player/226537/vincent-janssen/220002,V. Janssen,Vincent Janssen,"ST, CF",75,76,6500000.0,45000.0,27,1994-06-15,184,79,1032.0,CF Monterrey,Mexican Liga MX,1.0,SUB,9.0,,2019-07-23,2024.0,34,Netherlands,,,,Left,4,3,1,High/High,Normal (170-185),Yes,10900000.0,#Strength,"Injury Prone, Leadership, Finesse Shot",75.0,73.0,62.0,70.0,39.0,84.0,35,72,72,72,63,67,54,39,66,73,75,75,69,75,63,82,71,72,91,68,83,19,77,75,81,74,45,37,37,13,7,11,15,16,,75+1,75+1,75+1,69,73,73,73,69,72+2,72+2,72+2,69+2,67+2,67+2,67+2,69+2,53+2,57+2,57+2,57+2,53+2,52+2,55+2,55+2,55+2,52+2,20+2,https://cdn.sofifa.net/players/226/537/22_120.png,https://cdn.sofifa.net/teams/1032/60.png,https://cdn.sofifa.net/flags/mx.png,,https://cdn.sofifa.net/flags/nl.png
183,223689,https://sofifa.com/player/223689/wout-weghorst/220002,W. Weghorst,Wout Weghorst,ST,83,83,37000000.0,95000.0,28,1992-08-07,197,84,175.0,VfL Wolfsburg,German 1. Bundesliga,1.0,ST,9.0,,2018-07-01,2023.0,34,Netherlands,105035.0,SUB,19.0,Right,3,2,2,High/High,Normal (185+),No,62900000.0,"#Aerial Threat, #Strength",Power Header,63.0,83.0,59.0,70.0,52.0,86.0,42,87,92,76,83,65,40,37,43,79,59,66,62,85,44,86,79,83,89,74,85,34,88,67,71,83,44,67,30,11,9,14,16,12,,82+1,82+1,82+1,72,77,77,77,72,73+2,73+2,73+2,70+2,70+2,70+2,70+2,70+2,59+2,63+2,63+2,63+2,59+2,58+2,64+2,64+2,64+2,58+2,20+2,https://cdn.sofifa.net/players/223/689/22_120.png,https://cdn.sofifa.net/teams/175/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
